quarter,name,bundleid,platform,genre,subgenre,QuarterRank,Engagement,GamePlay,CPI,UA,Rev,Eng-Rate,GPlay-Rate,CPI-Rate,UA-Rate,Rev-Rate
2020_Q4,block-ios,com.bentostudio.ballsvsblocks,ios,Hypercasual,Hypercasual - Traversal,8,0.3,7.3,2.9915,0.08,24808,0.0,0.0,-1.0,3.0,0.31
2019_Q3,Gallery: Coloring Book & Decor,com.beresnevgames.gallerycoloringbook,ios,Arcade,Drawing & Coloring,1,0.42,51.21,1.3639,0.11,4192,-1.0,-1.0,-1.0,-1.0,-1.0
2019_Q4,Gallery: Coloring Book & Decor,com.beresnevgames.gallerycoloringbook,ios,Arcade,Drawing & Coloring,2,0.38,50.95,2.0209,0.11,22249,-0.1,-0.01,0.48,0.0,4.31
2020_Q1,Gallery: Coloring Book & Decor,com.beresnevgames.gallerycoloringbook,ios,Arcade,Drawing & Coloring,3,0.36,55.0,1.9083,0.08,30316,-0.05,0.08,-0.06,-0.27,0.36
2020_Q2,Gallery: Coloring Book & Decor,com.beresnevgames.gallerycoloringbook,ios,Arcade,Drawing & Coloring,4,0.37,64.65,2.5718,0.09,32785,0.03,0.18,0.35,0.12,0.08
2020_Q3,Gallery: Coloring Book & Decor,com.beresnevgames.gallerycoloringbook,ios,Arcade,Drawing & Coloring,5,0.34,62.48,3.1913,0.1,27755,-0.08,-0.03,0.24,0.11,-0.15
2020_Q4,Gallery: Coloring Book & Decor,com.beresnevgames.gallerycoloringbook,ios,Arcade,Drawing & Coloring,6,0.31,48.31,4.1129,0.06,24034,-0.09,-0.23,0.29,-0.4,-0.13
2019_Q2,id1208359453,com.BeresnevGames.Knife,ios,Hypercasual,Hypercasual - Action,1,0.25,12.21,1.3983,0.08,6343,-1.0,-1.0,-1.0,-1.0,-1.0
2019_Q3,id1208359453,com.BeresnevGames.Knife,ios,Hypercasual,Hypercasual - Action,2,0.25,11.83,0.6868,0.11,8605,0.0,-0.03,-0.51,0.38,0.36
2019_Q4,id1208359453,com.BeresnevGames.Knife,ios,Hypercasual,Hypercasual - Action,3,0.25,11.36,0.3057,0.19,5370,0.0,-0.04,-0.55,0.73,-0.38
2020_Q1,id1208359453,com.BeresnevGames.Knife,ios,Hypercasual,Hypercasual - Action,4,0.26,10.77,0.3493,0.2,4998,0.04,-0.05,0.14,0.05,-0.07
2020_Q2,id1208359453,com.BeresnevGames.Knife,ios,Hypercasual,Hypercasual - Action,5,0.26,10.16,0.3,0.18,3394,0.0,-0.06,-0.14,-0.1,-0.32
2020_Q4,id1208359453,com.BeresnevGames.Knife,ios,Hypercasual,Hypercasual - Action,6,0.26,11.67,0.33,0.05,3750,0.0,0.15,0.1,-0.72,0.1
2019_Q4,My Singing Monsters: Dawn of Fire 2016-07-01T12:15:37.270Z,com.bigbluebubble.msm2,ios,Simulation,Breeding,1,0.3,17.2,1.1605,0.16,0,-1.0,-1.0,-1.0,-1.0,-1.0
2020_Q1,My Singing Monsters: Dawn of Fire 2016-07-01T12:15:37.270Z,com.bigbluebubble.msm2,ios,Simulation,Breeding,2,0.33,18.61,0.48,0.19,0,0.1,0.08,-0.59,0.19,-1.0
2020_Q2,My Singing Monsters: Dawn of Fire 2016-07-01T12:15:37.270Z,com.bigbluebubble.msm2,ios,Simulation,Breeding,3,0.36,20.43,0.45,0.16,0,0.09,0.1,-0.06,-0.16,-1.0
2020_Q3,Tough Man,com.bigdog.games.buddyfitness,ios,Hypercasual,Hypercasual - Action,1,0.27,15.16,1.0663,0.1,11267,-1.0,-1.0,-1.0,-1.0,-1.0
2020_Q4,Tough Man,com.bigdog.games.buddyfitness,ios,Hypercasual,Hypercasual - Action,2,0.27,12.02,0.4,0.2,9812,0.0,-0.21,-0.62,1.0,-0.13
2020_Q3,Evermerge,com.bigfishgames.mergetalesios,ios,Puzzle,Merge,1,0.44,52.29,11.1643,0.03,207036,-1.0,-1.0,-1.0,-1.0,-1.0
2020_Q4,Evermerge,com.bigfishgames.mergetalesios,ios,Puzzle,Merge,2,0.44,54.36,13.159,0.05,135602,0.0,0.04,0.18,0.67,-0.35
2020_Q4,Bingo Now,com.bingo.now.with.slot,ios,Casino,Bingo,1,0.26,35.64,1.9538,0.14,7565,-1.0,-1.0,-1.0,-1.0,-1.0
2019_Q1,mfd,com.birdletter.mfd,ios,Arcade,Idler,1,0.35,28.19,0.4943,0.05,730,-1.0,-1.0,-1.0,-1.0,-1.0
2019_Q2,mfd,com.birdletter.mfd,ios,Arcade,Idler,2,0.65,16.83,1.5998,0.08,21178,0.86,-0.4,2.24,0.6,28.01
2019_Q3,mfd,com.birdletter.mfd,ios,Arcade,Idler,3,0.59,12.4,0.6,0.08,482,-0.09,-0.26,-0.62,0.0,-0.98
2020_Q3,Crypto Tycoon Saga,com.bitcoin.tycoon,ios,Simulation,Tycoon / Crafting,1,0.14,12.1,0.56,0.15,313,-1.0,-1.0,-1.0,-1.0,-1.0
2020_Q4,Crypto Tycoon Saga,com.bitcoin.tycoon,ios,Simulation,Tycoon / Crafting,2,0.14,11.07,0.6097,0.15,178,0.0,-0.09,0.09,0.0,-0.43
2019_Q4,Block! Triangle puzzle:Tangram,com.bitmango.ap.blocktrianglepuzzletangram,ios,Puzzle,Other Puzzle,1,0.25,25.88,1.6897,0.09,125923,-1.0,-1.0,-1.0,-1.0,-1.0
2020_Q1,Block! Triangle puzzle:Tangram,com.bitmango.ap.blocktrianglepuzzletangram,ios,Puzzle,Other Puzzle,2,0.26,26.93,1.7826,0.08,155751,0.04,0.04,0.05,-0.11,0.24
2020_Q2,Block! Triangle puzzle:Tangram,com.bitmango.ap.blocktrianglepuzzletangram,ios,Puzzle,Other Puzzle,3,0.27,25.68,1.7352,0.07,153178,0.04,-0.05,-0.03,-0.12,-0.02
2020_Q3,Block! Triangle puzzle:Tangram,com.bitmango.ap.blocktrianglepuzzletangram,ios,Puzzle,Other Puzzle,4,0.25,22.7,2.4957,0.08,135560,-0.07,-0.12,0.44,0.14,-0.12
2020_Q4,Block! Triangle puzzle:Tangram,com.bitmango.ap.blocktrianglepuzzletangram,ios,Puzzle,Other Puzzle,5,0.26,22.34,3.123,0.08,95429,0.04,-0.02,0.25,0.0,-0.3
2019_Q4,Bubble Pop! Shoot Bubbles,com.bitmango.ap.bubblepop,ios,Puzzle,Bubble Shooter,1,0.35,43.01,4.2861,0.04,434970,-1.0,-1.0,-1.0,-1.0,-1.0
2020_Q1,Bubble Pop! Shoot Bubbles,com.bitmango.ap.bubblepop,ios,Puzzle,Bubble Shooter,2,0.34,40.49,3.9546,0.04,388248,-0.03,-0.06,-0.08,0.0,-0.11
2020_Q2,Bubble Pop! Shoot Bubbles,com.bitmango.ap.bubblepop,ios,Puzzle,Bubble Shooter,3,0.33,39.89,3.7347,0.04,409221,-0.03,-0.01,-0.06,0.0,0.05
2020_Q3,Bubble Pop! Shoot Bubbles,com.bitmango.ap.bubblepop,ios,Puzzle,Bubble Shooter,4,0.32,36.63,4.7886,0.04,270547,-0.03,-0.08,0.28,0.0,-0.34
2020_Q4,Bubble Pop! Shoot Bubbles,com.bitmango.ap.bubblepop,ios,Puzzle,Bubble Shooter,5,0.32,37.57,7.6134,0.04,286708,0.0,0.03,0.59,0.0,0.06
2019_Q4,BunnyPopBubble,com.bitmango.ap.bunnypopbubble,ios,Puzzle,Bubble Shooter,1,0.26,41.49,2.5732,0.04,7988,-1.0,-1.0,-1.0,-1.0,-1.0
2020_Q1,BunnyPopBubble,com.bitmango.ap.bunnypopbubble,ios,Puzzle,Bubble Shooter,2,0.26,43.49,2.6616,0.04,13311,0.0,0.05,0.03,0.0,0.67
2020_Q2,BunnyPopBubble,com.bitmango.ap.bunnypopbubble,ios,Puzzle,Bubble Shooter,3,0.29,40.98,2.4902,0.04,10907,0.12,-0.06,-0.06,0.0,-0.18
2020_Q3,BunnyPopBubble,com.bitmango.ap.bunnypopbubble,ios,Puzzle,Bubble Shooter,4,0.3,43.18,3.1563,0.05,9343,0.03,0.05,0.27,0.25,-0.14
2020_Q4,BunnyPopBubble,com.bitmango.ap.bunnypopbubble,ios,Puzzle,Bubble Shooter,5,0.29,37.26,4.4611,0.05,11379,-0.03,-0.14,0.41,0.0,0.22
2019_Q4,Lollipop2Match3,com.bitmango.ap.lollipop2match3,ios,Puzzle,Classic Match 3,1,0.31,31.84,1.65,0.07,185,-1.0,-1.0,-1.0,-1.0,-1.0
2020_Q1,Lollipop2Match3,com.bitmango.ap.lollipop2match3,ios,Puzzle,Classic Match 3,2,0.18,32.34,1.65,0.05,1112,-0.42,0.02,0.0,-0.29,5.01
2020_Q2,Lollipop2Match3,com.bitmango.ap.lollipop2match3,ios,Puzzle,Classic Match 3,3,0.2,31.13,1.65,0.07,916,0.11,-0.04,0.0,0.4,-0.18
2020_Q3,Lollipop2Match3,com.bitmango.ap.lollipop2match3,ios,Puzzle,Classic Match 3,4,0.26,35.85,1.4906,0.28,713,0.3,0.15,-0.1,3.0,-0.22
2019_Q4,Mahjong Forest Journey,com.bitmango.ap.mahjongforestjourney,ios,Puzzle,Solitaire / Mahjong,1,0.2,22.4,1.5907,0.07,13,-1.0,-1.0,-1.0,-1.0,-1.0
2020_Q1,Mahjong Forest Journey,com.bitmango.ap.mahjongforestjourney,ios,Puzzle,Solitaire / Mahjong,2,0.12,24.61,1.5501,0.06,176,-0.4,0.1,-0.03,-0.14,12.54
2020_Q2,Mahjong Forest Journey,com.bitmango.ap.mahjongforestjourney,ios,Puzzle,Solitaire / Mahjong,3,0.15,24.06,1.4571,0.06,12,0.25,-0.02,-0.06,0.0,-0.93
2020_Q3,Mahjong Forest Journey,com.bitmango.ap.mahjongforestjourney,ios,Puzzle,Solitaire / Mahjong,4,0.18,29.38,1.3401,0.08,78,0.2,0.22,-0.08,0.33,5.5
2020_Q4,Mahjong Forest Journey,com.bitmango.ap.mahjongforestjourney,ios,Puzzle,Solitaire / Mahjong,5,0.13,32.56,1.4493,0.07,243,-0.28,0.11,0.08,-0.12,2.12
2019_Q4,mahjongsolitaireclassic,com.bitmango.ap.mahjongsolitaireclassic,ios,Puzzle,Solitaire / Mahjong,1,0.27,32.04,2.2552,0.06,38849,-1.0,-1.0,-1.0,-1.0,-1.0
2020_Q1,mahjongsolitaireclassic,com.bitmango.ap.mahjongsolitaireclassic,ios,Puzzle,Solitaire / Mahjong,2,0.25,36.33,2.2728,0.05,39994,-0.07,0.13,0.01,-0.17,0.03
2020_Q2,mahjongsolitaireclassic,com.bitmango.ap.mahjongsolitaireclassic,ios,Puzzle,Solitaire / Mahjong,3,0.27,37.28,2.2896,0.04,47040,0.08,0.03,0.01,-0.2,0.18
2020_Q3,mahjongsolitaireclassic,com.bitmango.ap.mahjongsolitaireclassic,ios,Puzzle,Solitaire / Mahjong,4,0.28,37.29,2.6457,0.04,28246,0.04,0.0,0.16,0.0,-0.4
2020_Q4,mahjongsolitaireclassic,com.bitmango.ap.mahjongsolitaireclassic,ios,Puzzle,Solitaire / Mahjong,5,0.27,35.81,4.0991,0.04,21064,-0.04,-0.04,0.55,0.0,-0.25
2019_Q3,Merge Block: Star Finders,com.bitmango.ap.mergeblockstarfinder,ios,Puzzle,Other Puzzle,1,0.31,42.95,1.4815,0.08,5114,-1.0,-1.0,-1.0,-1.0,-1.0
2019_Q4,Merge Block: Star Finders,com.bitmango.ap.mergeblockstarfinder,ios,Puzzle,Other Puzzle,2,0.36,34.45,2.007,0.07,9297,0.16,-0.2,0.35,-0.12,0.82
2020_Q1,Merge Block: Star Finders,com.bitmango.ap.mergeblockstarfinder,ios,Puzzle,Other Puzzle,3,0.34,33.48,2.0203,0.1,2733,-0.06,-0.03,0.01,0.43,-0.71
2020_Q2,Merge Block: Star Finders,com.bitmango.ap.mergeblockstarfinder,ios,Puzzle,Other Puzzle,4,0.36,38.21,1.7912,0.07,2130,0.06,0.14,-0.11,-0.3,-0.22
2020_Q3,Merge Block: Star Finders,com.bitmango.ap.mergeblockstarfinder,ios,Puzzle,Other Puzzle,5,0.32,36.58,2.0274,0.09,11362,-0.11,-0.04,0.13,0.29,4.33
2020_Q4,Merge Block: Star Finders,com.bitmango.ap.mergeblockstarfinder,ios,Puzzle,Other Puzzle,6,0.32,37.48,2.0021,0.09,8373,0.0,0.02,-0.01,0.0,-0.26
2019_Q4,Words Crush: Hidden Words!,com.bitmango.wordscrush,ios,Puzzle,Word,1,0.2,14.08,0.26,0.2,150,-1.0,-1.0,-1.0,-1.0,-1.0
2020_Q1,Words Crush: Hidden Words!,com.bitmango.wordscrush,ios,Puzzle,Word,2,0.09,14.91,0.4835,0.15,134,-0.55,0.06,0.86,-0.25,-0.11
2020_Q2,Words Crush: Hidden Words!,com.bitmango.wordscrush,ios,Puzzle,Word,3,0.1,14.35,0.24,0.18,24,0.11,-0.04,-0.5,0.2,-0.82
2020_Q3,Words Crush: Hidden Words!,com.bitmango.wordscrush,ios,Puzzle,Word,4,0.1,13.99,0.24,0.13,21,0.0,-0.03,0.0,-0.28,-0.12
2020_Q4,Words Crush: Hidden Words!,com.bitmango.wordscrush,ios,Puzzle,Word,5,0.11,13.68,0.24,0.08,197,0.1,-0.02,0.0,-0.38,8.38
2020_Q1,Blend It 3D,com.blendergame.smash,ios,Hypercasual,Hypercasual - Simulation,1,0.28,6.24,0.3531,0.23,111590,-1.0,-1.0,-1.0,-1.0,-1.0
2020_Q2,Blend It 3D,com.blendergame.smash,ios,Hypercasual,Hypercasual - Simulation,2,0.28,4.68,0.4724,0.19,217076,0.0,-0.25,0.34,-0.17,0.95
2020_Q3,Blend It 3D,com.blendergame.smash,ios,Hypercasual,Hypercasual - Simulation,3,0.24,4.5,0.5658,0.21,77355,-0.14,-0.04,0.2,0.11,-0.64
2020_Q4,Blend It 3D,com.blendergame.smash,ios,Hypercasual,Hypercasual - Simulation,4,0.21,3.86,0.6044,0.23,47015,-0.12,-0.14,0.07,0.1,-0.39
2020_Q3,Web Hero,com.BlissGames.Juego23,ios,Hypercasual,Hypercasual - Arcade,1,0.28,7.99,0.7514,0.15,58677,-1.0,-1.0,-1.0,-1.0,-1.0
2020_Q4,Web Hero,com.BlissGames.Juego23,ios,Hypercasual,Hypercasual - Arcade,2,0.25,6.64,0.7358,0.21,47211,-0.11,-0.17,-0.02,0.4,-0.2
2020_Q4,nga5,com.blizzard.wtcg.hearthstone,ios,Strategy,Card Battler,1,0.32,79.98,7.0,0.01,0,-1.0,-1.0,-1.0,-1.0,-1.0
2019_Q2,Dig Dog!,com.bloop.dog,ios,Hypercasual,Hypercasual - Arcade,1,0.27,8.67,0.4,0.12,7102,-1.0,-1.0,-1.0,-1.0,-1.0
2019_Q3,Dig Dog!,com.bloop.dog,ios,Hypercasual,Hypercasual - Arcade,2,0.26,8.87,0.4,0.14,18997,-0.04,0.02,0.0,0.17,1.67
2020_Q1,Dig Dog!,com.bloop.dog,ios,Hypercasual,Hypercasual - Arcade,3,0.25,8.01,0.3503,0.25,18640,-0.04,-0.1,-0.12,0.79,-0.02
2020_Q2,Dig Dog!,com.bloop.dog,ios,Hypercasual,Hypercasual - Arcade,4,0.16,7.24,0.2316,0.24,4790,-0.36,-0.1,-0.34,-0.04,-0.74
2020_Q3,Dig Dog!,com.bloop.dog,ios,Hypercasual,Hypercasual - Arcade,5,0.18,7.37,0.2,0.25,5391,0.12,0.02,-0.14,0.04,0.13
2020_Q4,Dig Dog!,com.bloop.dog,ios,Hypercasual,Hypercasual - Arcade,6,0.19,7.31,0.2,0.19,5213,0.06,-0.01,0.0,-0.24,-0.03
2019_Q4,Spin,com.blowfire.goldslots.free,ios,Casino,Slots,1,0.29,25.0,1.2514,0.12,1354,-1.0,-1.0,-1.0,-1.0,-1.0
2020_Q1,Spin,com.blowfire.goldslots.free,ios,Casino,Slots,2,0.33,25.87,1.25,0.12,2877,0.14,0.03,-0.0,0.0,1.12
2020_Q2,Spin,com.blowfire.goldslots.free,ios,Casino,Slots,3,0.38,31.94,1.3023,0.12,5311,0.15,0.23,0.04,0.0,0.85
2020_Q3,Spin,com.blowfire.goldslots.free,ios,Casino,Slots,4,0.37,30.91,4.4691,0.09,8167,-0.03,-0.03,2.43,-0.25,0.54
2020_Q4,Spin,com.blowfire.goldslots.free,ios,Casino,Slots,5,0.34,32.41,3.3699,0.1,9137,-0.08,0.05,-0.25,0.11,0.12
2019_Q4,Big Battle 3D,com.bluebook.bigbattle3d,ios,Hypercasual,Hypercasual - Action,1,0.3,11.53,0.6322,0.17,50092,-1.0,-1.0,-1.0,-1.0,-1.0
2020_Q1,Big Battle 3D,com.bluebook.bigbattle3d,ios,Hypercasual,Hypercasual - Action,2,0.39,9.57,0.6137,0.15,55866,0.3,-0.17,-0.03,-0.12,0.12
2020_Q2,Big Battle 3D,com.bluebook.bigbattle3d,ios,Hypercasual,Hypercasual - Action,3,0.31,7.34,0.5485,0.14,18267,-0.21,-0.23,-0.11,-0.07,-0.67
2020_Q3,Big Battle 3D,com.bluebook.bigbattle3d,ios,Hypercasual,Hypercasual - Action,4,0.33,7.2,0.7184,0.14,18850,0.06,-0.02,0.31,0.0,0.03
2020_Q4,Big Battle 3D,com.bluebook.bigbattle3d,ios,Hypercasual,Hypercasual - Action,5,0.28,6.83,0.8572,0.14,16512,-0.15,-0.05,0.19,0.0,-0.12
2019_Q4,Mow Zombies,com.BlueShark.ios.MZombies,ios,Arcade,Shoot 'em Up,1,0.32,33.17,0.824,0.19,1297,-1.0,-1.0,-1.0,-1.0,-1.0
2020_Q1,Mow Zombies,com.BlueShark.ios.MZombies,ios,Arcade,Shoot 'em Up,2,0.33,26.29,1.0719,0.13,11286,0.03,-0.21,0.3,-0.32,7.7
2020_Q2,Mow Zombies,com.BlueShark.ios.MZombies,ios,Arcade,Shoot 'em Up,3,0.33,27.61,0.9599,0.14,12328,0.0,0.05,-0.1,0.08,0.09
2020_Q3,Mow Zombies,com.BlueShark.ios.MZombies,ios,Arcade,Shoot 'em Up,4,0.3,28.33,1.5536,0.11,5673,-0.09,0.03,0.62,-0.21,-0.54
2020_Q4,Mow Zombies,com.BlueShark.ios.MZombies,ios,Arcade,Shoot 'em Up,5,0.31,30.46,2.3578,0.1,4945,0.03,0.08,0.52,-0.09,-0.13
2019_Q4,Archery Club Tournament 2016-08-12T12:37:23.313Z,com.boombitgames.ArcheryClubTournament,ios,Sports,Realistic Sports,1,0.26,21.39,1.7458,0.16,159,-1.0,-1.0,-1.0,-1.0,-1.0
2020_Q1,Archery Club Tournament 2016-08-12T12:37:23.313Z,com.boombitgames.ArcheryClubTournament,ios,Sports,Realistic Sports,2,0.26,20.25,1.0952,0.12,1832,0.0,-0.05,-0.37,-0.25,10.52
2020_Q3,Archery Club Tournament 2016-08-12T12:37:23.313Z,com.boombitgames.ArcheryClubTournament,ios,Sports,Realistic Sports,3,0.28,22.79,2.5806,0.08,776,0.08,0.13,1.36,-0.33,-0.58
2020_Q4,Archery Club Tournament 2016-08-12T12:37:23.313Z,com.boombitgames.ArcheryClubTournament,ios,Sports,Realistic Sports,4,0.0,2.78,2.5858,0.08,866,-1.0,-0.88,0.0,0.0,0.12
2020_Q2,Tanks a Lot,com.boombitgames.TanksALot,ios,Strategy,MOBA,1,0.26,26.39,3.8003,0.12,3975,-1.0,-1.0,-1.0,-1.0,-1.0
2020_Q3,Tanks a Lot,com.boombitgames.TanksALot,ios,Strategy,MOBA,2,0.22,22.62,4.7377,0.12,5300,-0.15,-0.14,0.25,0.0,0.33
2020_Q4,Tanks a Lot,com.boombitgames.TanksALot,ios,Strategy,MOBA,3,0.21,30.7,3.0566,0.12,1483,-0.05,0.36,-0.35,0.0,-0.72
2019_Q4,Ramp Car Jumping,com.boomhits.rampcarjumping,ios,Hypercasual,Hypercasual - Arcade,1,0.32,28.05,0.4446,0.26,16497,-1.0,-1.0,-1.0,-1.0,-1.0
2020_Q1,Ramp Car Jumping,com.boomhits.rampcarjumping,ios,Hypercasual,Hypercasual - Arcade,2,0.35,18.51,0.5285,0.2,211629,0.09,-0.34,0.19,-0.23,11.83
2020_Q2,Ramp Car Jumping,com.boomhits.rampcarjumping,ios,Hypercasual,Hypercasual - Arcade,3,0.15,10.51,0.5159,0.17,71312,-0.57,-0.43,-0.02,-0.15,-0.66
2020_Q3,Ramp Car Jumping,com.boomhits.rampcarjumping,ios,Hypercasual,Hypercasual - Arcade,4,0.19,10.51,0.5904,0.19,22173,0.27,0.0,0.14,0.12,-0.69
2020_Q4,Ramp Car Jumping,com.boomhits.rampcarjumping,ios,Hypercasual,Hypercasual - Arcade,5,0.23,9.07,0.599,0.19,10893,0.21,-0.14,0.01,0.0,-0.51
2020_Q1,Truck Jump,com.boomhits.unit,ios,Arcade,Arcade Driving,1,0.3,17.07,0.6442,0.18,86218,-1.0,-1.0,-1.0,-1.0,-1.0
2020_Q2,Truck Jump,com.boomhits.unit,ios,Arcade,Arcade Driving,2,0.22,11.33,0.6357,0.16,38809,-0.27,-0.34,-0.01,-0.11,-0.55
2020_Q3,Truck Jump,com.boomhits.unit,ios,Arcade,Arcade Driving,3,0.23,9.06,0.5163,0.2,6758,0.05,-0.2,-0.19,0.25,-0.83
2020_Q4,Truck Jump,com.boomhits.unit,ios,Arcade,Arcade Driving,4,0.19,7.52,0.4697,0.19,2532,-0.17,-0.17,-0.09,-0.05,-0.63
2020_Q2,New Sweet Candy Pop Season2,com.BRAEVE.newsweetcandypop.ios,ios,Puzzle,Classic Match 3,1,0.39,41.71,1.4558,0.06,121,-1.0,-1.0,-1.0,-1.0,-1.0
2020_Q3,New Sweet Candy Pop Season2,com.BRAEVE.newsweetcandypop.ios,ios,Puzzle,Classic Match 3,2,0.37,34.52,1.4169,0.08,99,-0.05,-0.17,-0.03,0.33,-0.18
2020_Q4,New Sweet Candy Pop Season2,com.BRAEVE.newsweetcandypop.ios,ios,Puzzle,Classic Match 3,3,0.34,34.9,1.7305,0.06,99,-0.08,0.01,0.22,-0.25,0.0
2020_Q2,Braindom: Tricky Brain Puzzles,com.braindom,ios,Puzzle,Other Puzzle,1,0.2,12.15,0.414,0.18,73672,-1.0,-1.0,-1.0,-1.0,-1.0
2020_Q3,Braindom: Tricky Brain Puzzles,com.braindom,ios,Puzzle,Other Puzzle,2,0.2,13.06,0.5679,0.17,178682,0.0,0.07,0.37,-0.06,1.43
2020_Q4,Braindom: Tricky Brain Puzzles,com.braindom,ios,Puzzle,Other Puzzle,3,0.16,10.84,0.9132,0.09,26303,-0.2,-0.17,0.61,-0.47,-0.85
2020_Q3,Braindom 2:Riddles Puzzle Game,com.braindom2riddle,ios,Puzzle,Trivia,1,0.22,17.07,0.5544,0.21,19628,-1.0,-1.0,-1.0,-1.0,-1.0
2020_Q4,Braindom 2:Riddles Puzzle Game,com.braindom2riddle,ios,Puzzle,Trivia,2,0.18,11.39,0.9634,0.12,77721,-0.18,-0.33,0.74,-0.43,2.96
2020_Q4,4 Pics 1 Word Cookie iOS,com.braingames.pics.word.cookie,ios,Puzzle,Other Puzzle,1,0.35,14.5,1.5642,0.11,9669,-1.0,-1.0,-1.0,-1.0,-1.0
2020_Q3,Word Farm Scapes,com.braingames.wordfarmscapes,ios,Puzzle,Word,1,0.42,44.37,3.0,0.05,13,-1.0,-1.0,-1.0,-1.0,-1.0
2020_Q3,Brick Buster!,com.brickbuster.funios,ios,Hypercasual,Hypercasual - Other,1,0.37,26.96,2.044,0.09,78238,-1.0,-1.0,-1.0,-1.0,-1.0
2020_Q4,Brick Buster!,com.brickbuster.funios,ios,Hypercasual,Hypercasual - Other,2,0.34,16.84,1.9778,0.06,7950,-0.08,-0.38,-0.03,-0.33,-0.9
2019_Q2,Tube Spin,com.bricksmartgames.twisty-tube,ios,Hypercasual,Hypercasual - Traversal,1,0.25,3.41,0.45,0.07,28,-1.0,-1.0,-1.0,-1.0,-1.0
2019_Q3,Tube Spin,com.bricksmartgames.twisty-tube,ios,Hypercasual,Hypercasual - Traversal,2,0.24,3.41,0.45,0.12,36,-0.04,0.0,0.0,0.71,0.29
2019_Q4,Tube Spin,com.bricksmartgames.twisty-tube,ios,Hypercasual,Hypercasual - Traversal,3,0.22,3.04,0.45,0.14,0,-0.08,-0.11,0.0,0.17,-1.0
2020_Q1,Tube Spin,com.bricksmartgames.twisty-tube,ios,Hypercasual,Hypercasual - Traversal,4,0.23,3.21,0.431,0.18,0,0.05,0.06,-0.04,0.29,-1.0
2020_Q2,Tube Spin,com.bricksmartgames.twisty-tube,ios,Hypercasual,Hypercasual - Traversal,5,0.24,3.13,0.3603,0.18,0,0.04,-0.02,-0.16,0.0,-1.0
2020_Q3,Tube Spin,com.bricksmartgames.twisty-tube,ios,Hypercasual,Hypercasual - Traversal,6,0.2,2.8,0.36,0.18,0,-0.17,-0.11,-0.0,0.0,-1.0
2020_Q4,Tube Spin,com.bricksmartgames.twisty-tube,ios,Hypercasual,Hypercasual - Traversal,7,0.18,2.84,0.36,0.14,0,-0.1,0.01,0.0,-0.22,-1.0
2019_Q1,Twenty48 Solitaire,com.btstudios.2048solitaire,ios,Puzzle,Solitaire / Mahjong,1,0.39,10.11,0.8882,0.07,1390,-1.0,-1.0,-1.0,-1.0,-1.0
2019_Q2,Twenty48 Solitaire,com.btstudios.2048solitaire,ios,Puzzle,Solitaire / Mahjong,2,0.37,19.33,0.8882,0.1,22,-0.05,0.91,0.0,0.43,-0.98
2019_Q3,Twenty48 Solitaire,com.btstudios.2048solitaire,ios,Puzzle,Solitaire / Mahjong,3,0.39,20.12,0.9651,0.11,0,0.05,0.04,0.09,0.1,-1.0
2019_Q4,Twenty48 Solitaire,com.btstudios.2048solitaire,ios,Puzzle,Solitaire / Mahjong,4,0.36,19.89,1.0253,0.12,0,-0.08,-0.01,0.06,0.09,-1.0
2020_Q1,Twenty48 Solitaire,com.btstudios.2048solitaire,ios,Puzzle,Solitaire / Mahjong,5,0.35,20.77,1.0,0.07,0,-0.03,0.04,-0.02,-0.42,-1.0
2020_Q2,Twenty48 Solitaire,com.btstudios.2048solitaire,ios,Puzzle,Solitaire / Mahjong,6,0.34,22.37,1.0,0.07,1,-0.03,0.08,0.0,0.0,-1.0
2020_Q3,Twenty48 Solitaire,com.btstudios.2048solitaire,ios,Puzzle,Solitaire / Mahjong,7,0.33,21.6,0.0,0.03,1,-0.03,-0.03,-1.0,-0.57,0.0
2020_Q4,Twenty48 Solitaire,com.btstudios.2048solitaire,ios,Puzzle,Solitaire / Mahjong,8,0.31,21.52,0.0,0.01,0,-0.06,-0.0,-1.0,-0.67,-1.0
2019_Q3,Clean Up 3D,com.bwm.idlecleaner,ios,Hypercasual,Hypercasual - Simulation,1,0.3,10.45,0.6907,0.18,35369,-1.0,-1.0,-1.0,-1.0,-1.0
2019_Q4,Clean Up 3D,com.bwm.idlecleaner,ios,Hypercasual,Hypercasual - Simulation,2,0.3,7.41,0.4843,0.16,35759,0.0,-0.29,-0.3,-0.11,0.01
2020_Q1,Clean Up 3D,com.bwm.idlecleaner,ios,Hypercasual,Hypercasual - Simulation,3,0.32,5.85,0.3326,0.21,18221,0.07,-0.21,-0.31,0.31,-0.49
2020_Q2,Clean Up 3D,com.bwm.idlecleaner,ios,Hypercasual,Hypercasual - Simulation,4,0.28,5.98,0.2989,0.17,17502,-0.12,0.02,-0.1,-0.19,-0.04
2020_Q3,Clean Up 3D,com.bwm.idlecleaner,ios,Hypercasual,Hypercasual - Simulation,5,0.27,5.58,0.4274,0.16,14552,-0.04,-0.07,0.43,-0.06,-0.17
2020_Q4,Clean Up 3D,com.bwm.idlecleaner,ios,Hypercasual,Hypercasual - Simulation,6,0.25,6.08,0.4531,0.16,9640,-0.07,0.09,0.06,0.0,-0.34
